,Item,2017,2018,2019,2020,2021
0,Sales/Revenue,228.57B,265.81B,259.97B,274.15B,365.82B
1,Sales Growth,-,16.29%,-2.20%,5.46%,33.44%
2,Cost of Goods Sold (COGS) incl. D&A,141.7B,163.83B,162.26B,170.14B,212.98B
3,COGS Growth,-,15.61%,-0.95%,4.86%,25.18%
4,COGS excluding D&A,132.3B,154.53B,150.96B,159.09B,201.7B
5,Depreciation & Amortization Expense,9.4B,9.3B,11.3B,11.06B,11.28B
6,Depreciation,8.2B,9.3B,11.3B,11.06B,11.28B
7,Amortization of Intangibles,1.2B,-,-,-,-
8,Gross Income,86.87B,101.98B,97.7B,104.01B,152.84B
9,Gross Income Growth,-,17.40%,-4.20%,6.45%,46.95%
10,Gross Profit Margin,-,-,-,-,41.78%
11,SG&A Expense,26.84B,30.94B,34.46B,38.67B,43.89B
12,SGA Growth,-,15.27%,11.38%,12.20%,13.50%
13,Research & Development,11.58B,14.24B,16.22B,18.75B,21.91B
14,Other SG&A,15.26B,16.71B,18.25B,19.92B,21.97B
15,Other Operating Expense,-,-,-,-,-
16,Unusual Expense,-,-,-,(465M),-
17,EBIT after Unusual Expense,-,-,-,65.8B,-
18,Non Operating Income/Expense,1.18B,(585M),1.11B,397M,60M
19,Non-Operating Interest Income,5.2B,5.69B,4.96B,3.76B,2.84B
20,Equity in Affiliates (Pretax),-,-,-,-,-
21,Interest Expense,2.32B,3.24B,3.58B,2.87B,2.65B
22,Interest Expense Growth,-,39.47%,10.37%,-19.66%,-7.94%
23,Gross Interest Expense,2.32B,3.24B,3.58B,2.87B,2.65B
24,Interest Capitalized,-,-,-,-,-
25,Pretax Income,64.09B,72.9B,65.74B,67.09B,109.21B
26,Pretax Income Growth,-,13.75%,-9.83%,2.06%,62.77%
27,Pretax Margin,-,-,-,-,29.85%
28,Income Tax,15.74B,13.37B,10.48B,9.68B,14.53B
29,Income Tax - Current Domestic,8.1B,41.98B,6.86B,6.76B,9.88B
30,Income Tax - Current Foreign,1.67B,3.99B,3.96B,3.13B,9.42B
31,Income Tax - Deferred Domestic,5.98B,(33.77B),(3.01B),(3.6B),(7.51B)
32,Income Tax - Deferred Foreign,(16M),1.18B,2.67B,3.38B,2.74B
33,Income Tax Credits,-,-,-,-,-
34,Equity in Affiliates,-,-,-,-,-
35,Other After Tax Income (Expense),-,-,-,-,-
36,Consolidated Net Income,48.35B,59.53B,55.26B,57.41B,94.68B
37,Minority Interest Expense,-,-,-,-,-
38,Net Income,48.35B,59.53B,55.26B,57.41B,94.68B
39,Net Income Growth,-,23.12%,-7.18%,3.90%,64.92%
40,Net Margin Growth,-,-,-,-,25.88%
41,Extraordinaries & Discontinued Operations,-,-,-,-,-
42,Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
43,Cumulative Effect - Accounting Chg,-,-,-,-,-
44,Discontinued Operations,-,-,-,-,-
45,Net Income After Extraordinaries,48.35B,59.53B,55.26B,57.41B,94.68B
46,Preferred Dividends,-,-,-,-,-
47,Net Income Available to Common,48.35B,59.53B,55.26B,57.41B,94.68B
48,EPS (Basic),2.32,3,2.99,3.31,5.67
49,EPS (Basic) Growth,-,29.56%,-0.37%,10.60%,71.34%
50,Basic Shares Outstanding,20.87B,19.82B,18.47B,17.35B,16.7B
51,EPS (Diluted),2.3,2.98,2.97,3.28,5.61
52,EPS (Diluted) Growth,-,29.32%,-0.20%,10.23%,71.40%
53,Diluted Shares Outstanding,21.01B,20B,18.6B,17.53B,16.86B
54,EBITDA,69.43B,80.34B,74.54B,76.4B,120.23B
55,EBITDA Growth,-,15.72%,-7.22%,2.49%,57.38%
56,EBITDA Margin,-,-,-,-,32.87%
