date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1.1373846530914307,1.1375917196273804,1.1285407543182373,1.1373459100723267,1.1373459100723267,0
2022-01-04,1.1301988363265991,1.1323001384735107,1.1273448467254639,1.1302244663238525,1.1302244663238525,0
2022-01-05,1.1285407543182373,1.1345586776733398,1.1277644634246826,1.1283625364303589,1.1283625364303589,0
2022-01-06,1.1312217712402344,1.1330673694610596,1.1285535097122192,1.1313496828079224,1.1313496828079224,0
2022-01-07,1.129586100578308,1.1359764337539673,1.1290504932403564,1.1296881437301636,1.1296881437301636,0
2022-01-10,1.135344386100769,1.1359764337539673,1.1288337707519531,1.1353960037231445,1.1353960037231445,0
2022-01-11,1.1332728862762451,1.136899709701538,1.1315544843673706,1.1330417394638062,1.1330417394638062,0
2022-01-12,1.1370097398757935,1.1433000564575195,1.1355764865875244,1.1366478204727173,1.1366478204727173,0
2022-01-13,1.1439814567565918,1.1479079723358154,1.1436413526535034,1.144164800643921,1.144164800643921,0
2022-01-14,1.14565908908844,1.148369312286377,1.1410053968429565,1.1457115411758423,1.1457115411758423,0
2022-01-17,1.1412137746810913,1.143458366394043,1.1393154859542847,1.1410704851150513,1.1410704851150513,0
2022-01-18,1.141291856765747,1.1423349380493164,1.1329647302627563,1.1410574913024902,1.1410574913024902,0
2022-01-19,1.1330032348632812,1.1356796026229858,1.1319515705108643,1.1329647302627563,1.1329647302627563,0
2022-01-20,1.134352684020996,1.136893391609192,1.1330161094665527,1.1343399286270142,1.1343399286270142,0
2022-01-21,1.1315417289733887,1.1361054182052612,1.1302244663238525,1.1313753128051758,1.1313753128051758,0
2022-01-24,1.1340954303741455,1.1340954303741455,1.1291396617889404,1.1341469287872314,1.1341469287872314,0
2022-01-25,1.132387399673462,1.132502794265747,1.1266844272613525,1.1324130296707153,1.1324130296707153,0
2022-01-26,1.130352258682251,1.1313496828079224,1.1272051334381104,1.130454421043396,1.130454421043396,0
2022-01-27,1.1242270469665527,1.12447988986969,1.1133501529693604,1.1243535280227661,1.1243535280227661,0
2022-01-28,1.1146159172058105,1.1170064210891724,1.1123347282409668,1.1147029399871826,1.1147029399871826,0
2022-01-31,1.115138053894043,1.121692419052124,1.114504098892212,1.1152374744415283,1.1152374744415283,0
2022-02-01,1.12291419506073,1.1279042959213257,1.1222084760665894,1.12296462059021,1.12296462059021,0
2022-02-02,1.1273066997528076,1.132939100265503,1.126697063446045,1.1273956298828125,1.1273956298828125,0
2022-02-03,1.1299946308135986,1.1450687646865845,1.1272051334381104,1.1299946308135986,1.1299946308135986,0
2022-02-04,1.1435105800628662,1.148369312286377,1.1413440704345703,1.14357590675354,1.14357590675354,0
2022-02-07,1.1454622745513916,1.1460003852844238,1.1416698694229126,1.145514726638794,1.145514726638794,0
2022-02-08,1.144086241722107,1.145081877708435,1.1397050619125366,1.1442956924438477,1.1442956924438477,0
2022-02-09,1.1421130895614624,1.1447004079818726,1.1403288841247559,1.142126202583313,1.142126202583313,0
2022-02-10,1.142126202583313,1.1494252681732178,1.1380836963653564,1.142152190208435,1.142152190208435,0
2022-02-11,1.1411746740341187,1.1419005393981934,1.1371259689331055,1.1415525674819946,1.1415525674819946,0
2022-02-14,1.1365832090377808,1.136893391609192,1.1292799711227417,1.1365057229995728,1.1365057229995728,0
2022-02-15,1.1306078433990479,1.1368803977966309,1.1305822134017944,1.1306334733963013,1.1306334733963013,0
2022-02-16,1.135563611984253,1.1393154859542847,1.1345458030700684,1.1356796026229858,1.1356796026229858,0
2022-02-17,1.1373329162597656,1.1386927366256714,1.13275945186615,1.1375269889831543,1.1375269889831543,0
2022-02-18,1.1363893747329712,1.137669324874878,1.131580114364624,1.1366478204727173,1.1366478204727173,0
2022-02-21,1.131733775138855,1.1385631561279297,1.1314136981964111,1.131721019744873,1.131721019744873,0
2022-02-22,1.1309658288955688,1.1363766193389893,1.1289101839065552,1.1309658288955688,1.1309658288955688,0
2022-02-23,1.1330546140670776,1.1359764337539673,1.1307356357574463,1.13291335105896,1.13291335105896,0
2022-02-24,1.1305949687957764,1.1305949687957764,1.1110494136810303,1.1305694580078125,1.1305694580078125,0
2022-02-25,1.1190814971923828,1.1266082525253296,1.1168068647384644,1.11906898021698,1.11906898021698,0
2022-02-28,1.118105411529541,1.1244546175003052,1.1143178939819336,1.118105411529541,1.118105411529541,0
2022-03-01,1.1214659214019775,1.1232168674468994,1.1102105379104614,1.1215918064117432,1.1215918064117432,0
2022-03-02,1.1131023168563843,1.1141936779022217,1.1058521270751953,1.1132758855819702,1.1132758855819702,0
2022-03-03,1.1113580465316772,1.111605167388916,1.1039842367172241,1.1112345457077026,1.1112345457077026,0
2022-03-04,1.1069294214248657,1.1069294214248657,1.0890042781829834,1.1066844463348389,1.1066844463348389,0
2022-03-07,1.087393879890442,1.0930753946304321,1.0808590650558472,1.087453007698059,1.087453007698059,0
2022-03-08,1.08695650100708,1.0922157764434814,1.0851165056228638,1.0865312814712524,1.0865312814712524,0
2022-03-09,1.0900845527648926,1.1091147661209106,1.0897876024246216,1.0898232460021973,1.0898232460021973,0
2022-03-10,1.1073338985443115,1.1116174459457397,1.0982131958007812,1.107382893562317,1.107382893562317,0
2022-03-11,1.1012123823165894,1.104191541671753,1.0934697389602661,1.1013944149017334,1.1013944149017334,0
2022-03-14,1.0932546854019165,1.0986958742141724,1.0902509689331055,1.093206763267517,1.093206763267517,0
2022-03-15,1.094534993171692,1.1018311977386475,1.093948245048523,1.0943193435668945,1.0943193435668945,0
2022-03-16,1.0967316627502441,1.1038745641708374,1.0955781936645508,1.0969363451004028,1.0969363451004028,0
2022-03-17,1.102244257926941,1.1110494136810303,1.1021226644515991,1.1021955013275146,1.1021955013275146,0
2022-03-18,1.1098902225494385,1.1117905378341675,1.1005337238311768,1.1099518537521362,1.1099518537521362,0
2022-03-21,1.1042159795761108,1.1066721677780151,1.1026087999343872,1.1043134927749634,1.1043134927749634,0
2022-03-22,1.1016370058059692,1.1045695543289185,1.0961546897888184,1.101722002029419,1.101722002029419,0
2022-03-23,1.1030100584030151,1.1042001247406006,1.096575379371643,1.1029735803604126,1.1029735803604126,0
2022-03-24,1.1006306409835815,1.101333737373352,1.0969964265823364,1.1006306409835815,1.1006306409835815,0
2022-03-25,1.100897192955017,1.1038745641708374,1.0982975959777832,1.1009578704833984,1.1009578704833984,0
2022-03-28,1.098189115524292,1.0996744632720947,1.094534993171692,1.098189115524292,1.098189115524292,0
2022-03-29,1.0993843078613281,1.1136353015899658,1.097044587135315,1.0993843078613281,1.0993843078613281,0
2022-03-30,1.1091516017913818,1.1170001029968262,1.108905553817749,1.1091516017913818,1.1091516017913818,0
2022-03-31,1.1161835193634033,1.1183055639266968,1.1074001789093018,1.1161835193634033,1.1161835193634033,0
2022-04-01,1.1072357892990112,1.1075423955917358,1.1029735803604126,1.1072357892990112,1.1072357892990112,0
2022-04-04,1.1047282218933105,1.1057054996490479,1.0980926752090454,1.1047282218933105,1.1047282218933105,0
2022-04-05,1.0975863933563232,1.0991426706314087,1.092132329940796,1.0975863933563232,1.0975863933563232,0
2022-04-06,1.090643286705017,1.0937448740005493,1.0875712633132935,1.090643286705017,1.090643286705017,0
2022-04-07,1.0898232460021973,1.0935057401657104,1.08672034740448,1.0898232460021973,1.0898232460021973,0
2022-04-08,1.0864840745925903,1.0891940593719482,1.0836936235427856,1.0864840745925903,1.0864840745925903,0
